-,一级,二级,三级,级内,简称,网址,描述title,https://www.google.com/s2/favicons?domain=,主要关键词,次要关键词,关键词,判断网址,判断图片,其他标签,图标大小,备案/未备案,经营性/非经营性
20100-200-300-909,20100,200,300,909,AcFun,https://www.acfun.cn/, ,https://cdn.aixifan.com/ico/favicon.ico,视频,,,999,999,,32,,
20100-200-300-910,20100,200,300,910,咪咕视频,https://www.miguvideo.com/, ,https://www.miguvideo.com/favicon.ico,视频,,,999,999,,48,,
20100-200-300-911,20100,200,300,911,乐视视频,http://www.le.com/, ,http://www.le.com/favicon.ico,视频,,,999,999,,32,,
20100-200-300-912,20100,200,300,912,哔哩哔哩,https://www.bilibili.com/, ,https://www.bilibili.com/favicon.ico?v=1,视频,,,999,999,,32,,
20100-200-300-913,20100,200,300,913,百度视频,http://v.baidu.com/, ,,视频,,,999,,,,,
20100-200-300-914,20100,200,300,914,搜狐视频,https://tv.sohu.com/, ,https://tv.sohu.com/favicon.ico,视频,,,999,999,,32,,
20100-200-300-915,20100,200,300,915,PPTV,https://www.pptv.com/, ,https://sr1.pplive.cn/mcms/nav/images/favicon.ico,视频,,,999,999,,32,,
20100-200-300-916,20100,200,300,916,搜狗视频,https://v.sogou.com/, ,https://dlweb.sogoucdn.com/translate/favicon.ico?v=20180424,视频,,,999,999,,32,,
20701-200-300-901,20701,200,300,901,网易,https://www.163.com/,,https://www.163.com/favicon.ico,门户网站,,,999,999,,16,,
20701-200-300-902,20701,200,300,902,新浪网,https://www.sina.com.cn/,,https://www.sina.com.cn/favicon.ico,门户网站,,,999,999,,32,,
20701-200-300-903,20701,200,300,903,搜狐,https://www.sohu.com/,,https://statics.itc.cn/web/static/images/pic/sohu-logo/favicon.ico,门户网站,,,999,999,,48,,
20702-200-300-901,20702,200,300,901,百度新闻,http://news.baidu.com/,,http://gss0.bdstatic.com/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/favicon.ico,新闻,,,999,999,,32,,
20702-200-300-902,20702,200,300,902,腾讯新闻,https://news.qq.com/,,https://mat1.gtimg.com/www/icon/favicon2.ico,新闻,,,999,999,,32,,
20702-200-300-903,20702,200,300,903,铁血网,http://www.tiexue.net/,,http://www.tiexue.net/favicon.ico,新闻,,,999,999,,16,,
20801-200-300-901,20801,200,300,901,世界数字图书馆,https://www.wdl.org/zh/,联合国教科文组织协办的电子书网站，精选全球各大图书馆藏品。数量不太大，但多为精品。,https://www.wdl.org/static/img/logos/wdl-152x152.3c48b49bd60d.png,数字图书馆,,,999,999,,152,,
20801-200-300-902,20801,200,300,902,中国国家图书馆,http://www.nlc.cn,内有古籍、民国图书、民国期刊等免费数据库 ，部分商业数据库，可注册后使用。,,数字图书馆,,,999,,,,,
20801-200-300-903,20801,200,300,903,香港大学图书馆数据库索引,https://libguides.lib.hku.hk/az.php,,,数字图书馆,,,999,,,,,
20801-200-300-904,20801,200,300,904,哈佛大学图书馆数据库索引,https://databases.hollis.harvard.edu/primo-explore/search?vid=HVD_DB&lang=en_US,,,数字图书馆,,,999,,,,,
20801-200-300-905,20801,200,300,905,香港公共图书馆旧香港报纸,https://sc.lcsd.gov.hk/TuniS/mmis.hkpl.gov.hk/web/guest/old-hk-collection,,,数字图书馆,,,999,,,,,
20801-200-300-906,20801,200,300,906,全国图书馆参考咨询联盟,http://www.ucdrs.superlib.net,,,数字图书馆,,,999,,,,,
20801-200-300-907,20801,200,300,907,大学数字图书馆国际合作计划,http://cadal.edu.cn/index/home,,,数字图书馆,,,999,,,,,
20801-200-300-908,20801,200,300,908,香光尼众佛学院图书馆,http://www.gaya.org.tw/library/,,,数字图书馆,,,999,,,,,
20801-200-300-909,20801,200,300,909,哥伦比亚大学东亚图书馆,http://www.columbia.edu/cu/lweb/digital/collections/eastasian/paper_gods/index.html,,,数字图书馆,,,999,,,,,
20801-200-300-910,20801,200,300,910,台灣大學圖書館公開取用電子書,http://ebooks.lib.ntu.edu.tw/Home/ListBooks,,,数字图书馆,,,999,,,,,
20801-200-300-911,20801,200,300,911,金陵圖書館,http://www.jllib.cn/,,,数字图书馆,,,999,,,,,
20801-200-300-912,20801,200,300,912,书格,https://shuge.org/,在线古籍图书馆,,数字图书馆,,,999,,,,,
20801-200-300-913,20801,200,300,913,哈佛燕京图书馆数字馆藏,https://guides.library.harvard.edu/Chinese?utm_source=Library+Staff&utm_campaign=9fca5a7bb3-EMAIL_CAMPAIGN_2017_06_28&utm_medium=email&utm_term=0_4bb25c0228-9fca5a7bb3-26352423#s-lg-box-6321879,,,数字图书馆,,,999,,,,,
,,,,,HathiTrust,https://www.hathitrust.org,公益性电子书网站，内有大量公版书可全文浏览或部分阅读。不同国家的IP，浏览权限不一。,,数字图书馆,,,999,,,,,
,,,,,Library Genesis,https://libgen.is,245万册电子书（32.22TB），8000万篇文章，均可自由下载。,,数字图书馆,,,999,,,,,
,,,,,Z-Library,https://zh.th1lib.org/,Z-Library是世界上最大的在线图书馆之一。,,数字图书馆,,,999,,,,,
,,,,,Booksee,https://en.booksee.org/,提供自由下载,,数字图书馆,,,999,,,,,
,,,,,Internet Archive,https://archive.org/index.php,全球最大的公益性电子书网站。所收电子书，主要为外语古籍和部分中文古籍（如四库、海外图书馆的特藏等）。此外，尚有海量的期刊杂志、老照片、录音、视频、网页等。,,数字图书馆,,,999,,,,,
,,,,,中国高等教育文献保障系统,http://www.calis.edu.cn,,,数字图书馆,,,999,,,,,
,,,,,WorldCat,https://www.worldcat.org,全球最大的图书与期刊联合目录，多语种，集成了全球各大图书馆的馆藏目录，目前有20亿笔资料目录。可注册，建立自己的书目库，支持书目导出、引用等。,,数字图书馆,,,999,,,,,
,,,,,开世览文,http://www.cashl.edu.cn/,中国高校人文社会科学文献中心，提供多所主流高校的联合目录检索服务（虽然不太精确），可提供图书馆馆际互借服务。本校图书馆没有的图书，可通过这个平台，或中国高等教育文献保障系统：http://www.calis.edu.cn，申请馆际互借。,,数字图书馆,,,999,,,,,
,,,,,历史文献数据库,http://222.178.203.72:9051/#/,,,数字图书馆,北碚图书馆,,999,,,,,
,,,,,湖北方志库,http://gjpt.library.hb.cn:8991/qt-zxsk.html,,,数字图书馆,湖北省图书馆,,999,,,,,
,,,,,湖北家谱库,http://gjpt.library.hb.cn:8991/home/jp_index.html,,,数字图书馆,湖北省图书馆,,999,,,,,
,,,,,湖州数字图书馆,http://www.hzetsg.com/interlibSSO/main/main.jsp,,,数字图书馆,湖州市图书馆,,999,,,,,
,,,,,数字古籍,http://lzslib.lzslib.org.cn/class.asp?classid=3,,,数字图书馆,阆中市图书馆,,999,,,,,
,,,,,清人文集全文影像数据库,http://www2.jslib.org.cn/was5/web/qrwj.htm,南京图书馆藏清人文集全文影像数据库,,数字图书馆,南京图书馆,,999,,,,,
,,,,,狮山学馆,http://ancb.njtc.edu.cn/,,,数字图书馆,内江师范学院图书馆,,999,,,,,
,,,,,古典籍资料,https://dl.ndl.go.jp/,,,数字图书馆,日本国会图书馆,,999,,,,,
,,,,,上海图书馆,https://library.sh.cn/#/index,,,数字图书馆,上海图书馆,,999,,,,,
,,,,,上图家谱,http://wrd2016.library.sh.cn/channel/stjp/,,,数字图书馆,上海图书馆,,999,,,,,
,,,,,古籍插图库,http://query.clcn.net.cn/GJAndST/gjct1.htm,,,数字图书馆,首都图书馆,,999,,,,,
,,,,,古籍珍善本图像数据库,http://gjzsb.clcn.net.cn/,,,数字图书馆,首都图书馆,,999,,,,,
,,,,,研究工具集,http://thdl.ntu.edu.tw/tools/,,,数字图书馆,台湾大学台湾历史数位图书馆,,999,,,,,
,,,,,馆藏古籍资源库,http://39.106.82.98:8066/index.html#page1,,,数字图书馆,唐河图书馆,,999,,,,,
,,,,,梵文写本,http://cudl.lib.cam.ac.uk/collections/sanskrit/1,,,数字图书馆,英国剑桥大学图书馆,,999,,,,,
,,,,,古籍数字图书馆,http://msq.ynlib.cn/,,,数字图书馆,云南省图书馆,,999,,,,,
,,,,,古籍文献,http://www.zzlib.com/gjl,,,数字图书馆,枣庄市图书馆,,999,,,,,
,,,,,One Search,https://search.nlb.gov.sg/,,,数字图书馆,新加坡国家图书馆,,999,,,,,
,,,,,电子资源,https://eresources.nlb.gov.sg/,,,数字图书馆,新加坡国家图书馆,,999,,,,,
,,,,,数据库资源导航,https://dwz.cn/04OMn1iC,,,数字图书馆,山东大学图书馆,,999,,,,,
,,,,,加拿大大汉公报,http://chinesetimes.lib.sfu.ca/,,,数字图书馆,旧报纸,,999,,,,,
,,,,,美国国会图书馆旧报刊数据库,https://chroniclingamerica.loc.gov,可全文检索，免费在线阅览和下载。,,数字图书馆,旧报纸,,999,,,,,
,,,,,大英图书馆旧报刊数据库,https://www.britishnewspaperarchive.co.uk,可全文检索，收费，个人可注册缴费。,,数字图书馆,旧报纸,,999,,,,,
20802-200-300-901,20802,200,300,901,天一阁博物馆,http://www.tianyige.com.cn:8008/Default,只要注册即可在线浏览,,数字博物馆,,,999,,,,,
20802-200-300-902,20802,200,300,902,古籍数字资源库,http://www.tianyige.com.cn:8008/default,,,数字博物馆,天一阁博物馆,,999,,,,,
20803-200-300-901,20803,200,300,901,书法字典,http://www.shufazidian.com/,,http://www.shufazidian.com/favicon.ico,字典,,,999,,,,,
20803-200-300-902,20803,200,300,902,異體字字典,http://dict.variants.moe.edu.tw,,https://dict.variants.moe.edu.tw/favicon.ico?v=3,字典,,,999,,,,,
20803-200-300-903,20803,200,300,903,引得市,http://www.mebag.com/index/,,http://www.mebag.com/favicon.ico,字典,,,999,,,,,
20803-200-300-904,20803,200,300,904,小学堂,https://xiaoxue.iis.sinica.edu.tw/,,https://xiaoxue.iis.sinica.edu.tw/Content/Images/ICON.ico,字典,,,999,,,,,
20803-200-300-905,20803,200,300,905,口语梵语字典,https://www.learnsanskrit.cc/,,,字典,,,999,,,,,
20803-200-300-906,20803,200,300,906,梵语字典,http://www.sanskritdictionary.com/,,,字典,,,999,,,,,
20803-200-300-907,20803,200,300,907,巴利文在线字典,http://cpd.uni-koeln.de/search,（A Critical Pāli Dictionary Online）A Critical Pāli Dictionary Online is maintained by the Data Center for the Humanities at the University of Cologne in cooperation with the Pali Text Society.,,字典,,,999,,,,,
20804-200-300-901,20804,200,300,901,有道词典,http://dict.youdao.com/,,https://shared.ydstatic.com/images/favicon.ico,词典,,,999,999,,16,,
20804-200-300-902,20804,200,300,902,小鸡词典,https://jikipedia.com/, ,,词典,,,999,,,,,
20804-200-300-903,20804,200,300,903,呀啦嗦藏文在线词典,http://www.yalasoo.com/Chinese/yalasoo_cn_online_dictionary_COM.php,汉藏英三语,,词典,,,999,,,,,
,20805,200,300,900,中国古典文献资源导航系统,https://www.kuizhangge.cn,,,古籍,,,999,,,,,
,20805,200,300,901,影印古籍资料,https://sou-yun.cn/eBookIndex.aspx,,,古籍,搜韵网,,999,,,,,
99999-200-300-9187,99999,200,300,9187,Gale Scholar,https://dwz.cn/0bz5szYB,Gale Scholar-Archives Unbound珍稀原始典藏档案数据库中28个主题。Gale Scholar是Gale公司的大型数据库集成产品， 为用户呈现 1 亿 7000 万页、跨越全球 500 年历史的珍稀原始文献资源，最早的历史资料可追溯到十五世纪，资料类型包括图书、地图、照片、报纸、手稿、期刊、视频和音频等。文献全部来自于权威机构如大英图书馆、美国国家档案馆、英国国家档案馆、美国国务院档案馆、哈佛大学图书馆、耶鲁大学图书馆、哥伦比亚大学图书馆、牛津、剑桥等等。这些文献包含解密档案、政府文件、手稿、报刊、照片等，内容极为丰富，对社会科学、历史、哲学、教育、国际关系、国际政治、经济史、法律、文学、艺术等学科有独特价值。,,古籍,山东大学图书馆,,999,,,,,
99999-200-300-9185,99999,200,300,9185,韩国历史文献相关网站大汇总,https://www.haijiaoshi.com/archives/156,提供《朝鲜王朝实录》、《承政院日记》、《备边司誊录》等数据库的导航。,,古籍,整理文章,,999,,,,,
20997-200-300-900,20997,200,300,900,游民星空,https://www.gamersky.com/,,https://www.gamersky.com/favicon.ico,游戏,,,999,999,,,,
20997-200-300-901,20997,200,300,901,17173.com,https://www.17173.com/,,https://ue.17173cdn.com/images/lib/v1/favicon-hd.ico,游戏,未区分,,999,999,,32,,
20997-200-300-902,20997,200,300,902,TGbus,http://www.tgbus.com/,,http://www.tgbus.com/static/img/favicon.ico,游戏,未区分,,999,999,,64,,
20997-200-300-903,20997,200,300,903,52PK,https://www.52pk.com/,,https://www.52pk.com/favicon.ico,游戏,未区分,,999,999,,16,,
20997-200-300-904,20997,200,300,904,178.com,http://www.178.com/,,http://cimg.178.com/www/favicon.ico,游戏,未区分,,999,999,,64,,
20997-200-300-905,20997,200,300,905,NGA玩家社区,https://nga.cn/,,https://bbs.nga.cn/favicon.ico,游戏,未区分,,999,999,,16,,
20997-200-300-906,20997,200,300,906,游民星空,https://www.gamersky.com/,,https://www.gamersky.com/favicon.ico,游戏,未区分,,999,999,,16,,
20997-201-300-901,20997,201,300,901,4399.com,http://www.4399.com/,4399小游戏,http://www.4399.com/favicon.ico,游戏,小游戏,,999,999,,16,,
20997-202-300-901,20997,202,300,901,3DMGame,https://www.3dmgame.com/,,https://www.3dmgame.com/favicon.ico,游戏,单机游戏,,999,999,,16,,
20998-200-300-901,20998,200,300,901,CC直播,https://cc.163.com/,,https://cc.res.netease.com/act/webcc/favicon/favicon.ico,网易,,,999,999,,16,,
90001-200-300-900,90001,200,300,900, ,,,,初录未归挡1,,,,,,,,
90001-201-300-900,90001,201,300,900, ,,,,初录未归挡1,民主党派,,,,,,,
90001-201-300-901,90001,201,300,901,中国致公党,http://www.zg.org.cn/,,,初录未归挡1,民主党派,致公党,999,,,,,
90001-201-300-902,90001,201,300,902,台湾民主自治同盟,https://www.taimeng.org.cn/,台盟,,初录未归挡1,民主党派,台盟,999,,,,,
90001-201-300-903,90001,201,300,903,中国农工民主党,http://www.ngd.org.cn/,农工党,,初录未归挡1,民主党派,农工党,999,,,,,
90001-201-300-904,90001,201,300,904,中国民主同盟,https://www.mmzy.org.cn/,民盟,,初录未归挡1,民主党派,民盟,999,,,,,
90001-201-300-905,90001,201,300,905,中国民主促进会,https://www.mj.org.cn/,民进,,初录未归挡1,民主党派,民进,999,,,,,
90001-201-300-906,90001,201,300,906,中国民主建国会,https://www.cndca.org.cn/,民建,,初录未归挡1,民主党派,民建,999,,,,,
90001-201-300-907,90001,201,300,907,中国国民党革命委员会,http://www.minge.gov.cn/,民革,,初录未归挡1,民主党派,民革,999,,,,,
90001-201-300-908,90001,201,300,908,九三学社,http://www.93.gov.cn/,,,初录未归挡1,民主党派,九三学社,999,,,,,
99999-200-300-9000,99999,200,300,9000, ,,,,初录未归挡,,,,,,,,
99999-200-300-9002,99999,200,300,9002,微信网页版,https://wx.qq.com/, ,https://res.wx.qq.com/a/wx_fed/assets/res/NTI4MWU5.ico,初录未归挡,未区分,,999,999,,32,,
99999-200-300-9004,99999,200,300,9004,印象笔记,https://www.yinxiang.com/,,https://www.yinxiang.com/favicon.ico,初录未归挡,未区分,,999,999,,32,,
99999-200-300-9011,99999,200,300,9011,汽车之家,https://www.autohome.com.cn/,,https://www.autohome.com.cn/favicon.ico,初录未归挡,未区分,,999,999,,32,,
99999-200-300-9012,99999,200,300,9012,中国青年网,http://www.youth.cn/, ,,初录未归挡,未区分,,999,,,,备案,经营
99999-200-300-9031,99999,200,300,9031,维普期刊,http://www.cqvip.com,偏重科技类期刊论文。目前，举国上下抗战病毒，在疫情防控期间，该网站免费向读者开放学术论文的下载权限，学者们对此表示，怒赞。,,初录未归挡,古籍,中文期刊杂志,999,,,,,
99999-200-300-9032,99999,200,300,9032,国家哲学社会科学文献中心,http://www.ncpssd.org/index.aspx,提供中文期刊、古籍及外文期刊全文，主打中文期刊。目前收录期刊数和篇数，不如中国知网CNKI、维普等多，但全网可免费阅览、下载。,,初录未归挡,古籍,中文期刊杂志,999,,,,,
99999-200-300-9033,99999,200,300,9033,中国知网,https://cnki.net,全球最大的中文期刊网站，当然，估计也是最贵的，且年年涨价，颇凶猛。提供简单检索、高级检索、专业检索等检索方式。令人欣喜的是，国家图书馆注册账号后可以免费使用。,,初录未归挡,古籍,中文期刊杂志,999,,,,,
99999-200-300-9034,99999,200,300,9034,晚清、民国期刊全文数据库,http://www.cnbksy.com,《晚清期刊全文数据库》收录了1833—1911年间302期刊，几乎囊括了当时出版的所有期刊，约28万余篇的文章。《民国时期期刊全文数据库》（1911—1949）收录民国时期出版的期刊两万五千余种，文献1000多万篇。两者均可全文检索、PDF下载。,,初录未归挡,古籍,中文期刊杂志,999,,,,,
99999-200-300-9036,99999,200,300,9036,读秀/超星,http://www.duxiu.com,,,初录未归挡,古籍,中文电子书,999,,,,,
99999-200-300-9039,99999,200,300,9039,爱如生古籍论坛,http://forum.er07.com,爱如生公司提供的中国古籍免费论坛，注册后可自由下载，包含常见的四库系列、方志舆图、金石考古、海外大型图书馆古籍等系列资源。,,初录未归挡,古籍,中文电子书,999,,,,,
99999-200-300-9040,99999,200,300,9040,国学数典论坛/学乐酷：,http://bbs.gxsd.com.cn/forum.php,民间最流行的文史类古籍交流论坛。,,初录未归挡,古籍,中文电子书,999,,,,,
99999-200-300-9041,99999,200,300,9041,爱如生,http://er07.com,不知道是不是全宇宙最大的中文古籍数据库公司。提供中国基本古籍库、四库系列数据库、方志库、明清档案库、各类报刊库等数据库。以上数据库，均需购买后方可使用。,,初录未归挡,古籍,中文电子书,999,,,,,
99999-200-300-9043,99999,200,300,9043,古代佛教文本,https://www.ancient-buddhist-texts.net/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9044,99999,200,300,9044,早期佛教文本,https://suttacentral.net/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9045,99999,200,300,9045,挪威奥斯陆大学佛教文献多语对读,https://www2.hf.uio.no/polyglotta/index.php?page=library&bid=2,（Thesaurus Literaturae Buddhicae）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9046,99999,200,300,9046,德国哥廷根大学印度古代文本,http://gretil.sub.uni-goettingen.de/,（Göttingen Register of Electronic Texts in Indian Languages and related Indological materials from Central and Southeast Asia）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9047,99999,200,300,9047,德国美茵河畔法兰克福歌德大学印欧语文本集成,http://titus.uni-frankfurt.de/indexe.htm,（Thesaurus Indogermanischer Text- und Sprachmaterialien）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9048,99999,200,300,9048,德国海德堡大学梵文数字语料库,http://kjc-sv013.kjc.uni-heidelberg.de/dcs/index.php,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9049,99999,200,300,9049,中华电子佛典协会,http://www.cbeta.org/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9050,99999,200,300,9050,日本东京大学电子化大正藏,http://21dzk.l.u-tokyo.ac.jp/SAT/index_en.html,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9051,99999,200,300,9051,日本东京大学万历版大藏经（嘉兴藏/径山藏）,https://dzkimgs.l.u-tokyo.ac.jp/kkz/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9052,99999,200,300,9052,韩国高丽大藏经在线检索,http://kb.sutra.re.kr/ritk_eng/search/searchBranch.do,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9053,99999,200,300,9053,佛教数字资源中心(BDRC),https://www.tbrc.org/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9054,99999,200,300,9054,美国西来大学数字梵文佛教典籍,http://www.dsbcproject.org/,（Digital Sanskrit Buddhist Canon）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9055,99999,200,300,9055,八万四千佛典传译网,http://read.84000.co/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9056,99999,200,300,9056,日本东京大学藏南亚写本,http://utlsktms.ioc.u-tokyo.ac.jp/list.php,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9058,99999,200,300,9058,北京大学梵佛研原民族宫藏梵文写本,http://fanfoyan.com/ms.htm,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9059,99999,200,300,9059,在线古藏文写本（7-12世纪）,http://otdo.aa-ken.jp/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9060,99999,200,300,9060,德国科隆大学电子化梵文字典,http://www.sanskrit-lexicon.uni-koeln.de/,（Cologne Digital Sanskrit Dictionaries）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9061,99999,200,300,9061,犍陀罗语网,https://gandhari.org/n_dictionary.php,（电子化的梵语、佛教混合梵语、巴利语、犍陀罗语字典）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9067,99999,200,300,9067,美国芝加哥大学电子化梵文字典,https://dsalsrv04.uchicago.edu/dictionaries/apte/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9068,99999,200,300,9068,Nitartha藏文字典,http://nitartha.pythonanywhere.com/search,（用威利转写查英文释义）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9070,99999,200,300,9070,荻原云来《汉译对照梵和大辞典》,http://www.manduuka.net/sanskrit/dic/ogdic.htm,在线检索版（仅上册可查）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9071,99999,200,300,9071,佛教研究术语库,http://glossaries.dila.edu.tw/,（Glossaries for Buddhist Studies）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9072,99999,200,300,9072,电子佛教词典,http://www.buddhism-dict.net/ddb/,（Digital Dictionary of Buddhism）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9073,99999,200,300,9073,丁福保佛学大辞典,https://zh.wikisource.org/wiki/%E4%BD%9B%E5%AD%B8%E5%A4%A7%E8%BE%AD%E5%85%B8,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9074,99999,200,300,9074,佛典辞书数位检索系统,http://140.112.26.229/cyj/index.py?term=,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9075,99999,200,300,9075,佛光大辞典、佛光大藏经,http://etext.fgs.org.tw/,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9076,99999,200,300,9076,德国汉堡大学印藏词汇集,https://www.itlr.net/testb.php?md=view,（Indo-Tibetan Lexical Resource， ITLR）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9077,99999,200,300,9077,日本东京大学佛教用语用例集,http://www.l.u-tokyo.ac.jp/~b_kosha/start_index.html,（五位百法与五位七十五法对应词汇，在阿毗达磨文献和瑜伽行文献中，各自的定义和用例）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9078,99999,200,300,9078,北京大学梵佛词典,http://fanfoyan.com:8080/FDict/#/dictionary,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9079,99999,200,300,9079,中华佛典宝库网梵藏巴利文学习资料下载,http://www.fodian.net/yuyan/index.htm,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9080,99999,200,300,9080,台湾佛陀教育基金会藏文书籍下载,http://www.budaedu.org/ebooks/6-TI.php,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9081,99999,200,300,9081,佛教研究工具库,http://mbingenheimer.net/tools/indexTools.html,（Tools for Buddhist Studies）,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9082,99999,200,300,9082,华梵网佛教研究资源导航,http://huafan.org.cn/index.php?m=Page&amp;amp;a=index&id=50,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9083,99999,200,300,9083,佛教藏经目录数位资料库,http://t.cn/zOaEKAz,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9084,99999,200,300,9084,中华佛学研究所，中国佛教寺庙志数位典藏,http://t.cn/zOmolCZ,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9085,99999,200,300,9085,法鼓佛教学院，佛教规范资料库,http://t.cn/zOhOWV5,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9086,99999,200,300,9086,中国佛教数字目录,http://t.cn/8kdrF2K,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9087,99999,200,300,9087,中华佛学研究所,http://t.cn/zOAOa4U,，宋元明清汉传佛教人物资料库,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9088,99999,200,300,9088,佛教学术资源在线指南,http://t.cn/8kBtMGt,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9089,99999,200,300,9089,近代中国佛教检索，1850-1950年,http://t.cn/8k10SmL,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9091,99999,200,300,9091,创価大学国际佛教学高等研究所,http://iriab.soka.ac.jp/orc/seika.html,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9092,99999,200,300,9092,各版本藏经下载,http://grandsutras.org/,佛教大藏经、大清乾隆大藏经（龙藏）、永乐北藏、中华大藏经、大正藏、卍续藏经、佛梅电子大藏经、佛教巴利文大藏经、西藏佛教藏文大藏经,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9093,99999,200,300,9093,藏经阁佛学辞典集成,http://www.baus-ebs.org/sutra.html,,,初录未归挡,古籍,在线书籍,999,,,,,
99999-200-300-9098,99999,200,300,9098,《中国金石总录》全拓全文数字版,http://www.ch5000.com.cn,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9099,99999,200,300,9099,中华寻根网,http://ouroots.nlc.cn,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9100,99999,200,300,9100,汉籍电子文献（含中华民国史事日志等）,http://hanji.sinica.edu.tw/index.html,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9101,99999,200,300,9101,中国历代墓志数据库,http://csid.zju.edu.cn,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9106,99999,200,300,9106,“中研院”史語所漢籍電子文獻數據庫,http://t.cn/akuhEu,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9107,99999,200,300,9107,东京大学东洋文化研究所汉籍善本全文影像资料库,http://t.cn/aoxNuq,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9108,99999,200,300,9108,東京大學東洋文化研究所雙紅堂文庫全文影像資料庫,http://t.cn/zTyT450,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9110,99999,200,300,9110,日本學習院大學東洋文化研究所所藏古典籍,http://t.cn/8k3IHye,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9111,99999,200,300,9111,京都大學人文科學研究所在線版四庫提要,http://t.cn/aNmUFV,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9112,99999,200,300,9112,京都大學人文科學研究所東方學デジタル圖書館,http://t.cn/aoHBzA,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9113,99999,200,300,9113,早稻田大学古典籍総合,http://t.cn/hGhxOv,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9114,99999,200,300,9114,京都大學電子圖書館貴重資料畫像數據庫,http://t.cn/zjyfHfq,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9115,99999,200,300,9115,中國哲學書電子化計劃,http://t.cn/zRO0E0e,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9116,99999,200,300,9116,“中央研究院”汉籍电子文献瀚典全文检索系统,http://t.cn/ao1wf9,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9117,99999,200,300,9117,台灣網上書上網─數位典藏與學習電子書庫,http://t.cn/a9lJX9,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9118,99999,200,300,9118,故宮博物院和東吳大學數位古今圖書集成,http://t.cn/a3PqU3,,,初录未归挡,古籍,未区分,999,,,,,
